Compound_code	Compound_name	Input_metabolite_score	Simulated_Mean	Simulated_Std_Dev	Relationship_to_Mean	Significance	Indegree	Outdegree
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	4.0	36.247	59.0	below	n.s.	0	2
C00458	dCTP	3472.0	671.709	2957.696	above	n.s.	2	14
C04895	7,8-Dihydroneopterin_3'-triphosphate	0.0	0.0	0.0	equal	NA	2	0
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	64.0	143.858	236.512	below	n.s.	4	4
C00376	Retinal	0.0	0.0	0.0	equal	NA	2	0
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	0.0	0.0	0.0	equal	NA	6	0
C00455	Nicotinamide_D-ribonucleotide	14.0	9.261	14.869	above	n.s.	0	1
C01697	Galactitol	984.0	187.843	530.472	above	*	0	6
C15972	Enzyme_N6-(lipoyl)lysine	72.0	227.461	543.114	below	n.s.	4	6
C16618	6-Thioxanthine_5'-monophosphate	84.0	8.935	14.736	above	***	1	1
C00330	Deoxyguanosine	208.0	35.03	60.352	above	**	0	2
C00332	Acetoacetyl-CoA	35496.0	502.551	1217.646	above	***	14	9
C00334	4-Aminobutanoate	36.0	35.338	58.236	above	n.s.	4	2
C00337	(S)-Dihydroorotate	300.0	59.538	133.683	above	*	1	3
C05699	L-Selenocystathionine	12.0	8.798	15.035	above	n.s.	0	1
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	387.0	80.023	137.016	above	**	3	3
C04122	D-1-Aminopropan-2-ol_O-phosphate	12.0	9.021	14.16	above	n.s.	1	1
C00636	D-Mannose_1-phosphate	270.0	79.978	133.893	above	*	1	3
C00637	Indole-3-acetaldehyde	16.0	34.848	59.756	below	n.s.	0	2
C00630	2-Methylpropanoyl-CoA	10503.0	81.706	134.064	above	***	0	3
C00631	2-Phospho-D-glycerate	177820.0	2060.409	6022.46	above	***	3	20
C02527	Butanoylphosphate	406.0	25.054	60.344	above	***	2	2
C16221	(2E)-Octadecenoyl-[acp]	1179.0	82.182	137.124	above	***	3	3
C00208	Maltose	104.0	88.052	244.576	above	n.s.	0	4
C01001	Formylmethanofuran	360.0	318.159	532.692	above	n.s.	1	6
C05985	2-Propynal	4.0	8.712	14.939	below	n.s.	0	1
C00204	2-Dehydro-3-deoxy-D-gluconate	940.0	144.068	375.97	above	**	3	5
C01212	UDP-N-acetylmuramoyl-L-alanine	836.0	116.502	236.044	above	***	2	4
C07490	Trichloroethanol	0.0	0.0	0.0	equal	NA	1	0
C01217	5,6,7,8-Tetrahydromethanopterin	920.0	102.667	241.696	above	***	0	4
C00025	L-Glutamate	125184.0	3498.145	15305.696	above	***	18	32
C00024	Acetyl-CoA	2242711.0	21614.626	119097.842	above	***	33	89
C00148	L-Proline	34398.0	288.382	734.776	above	***	8	7
C00026	2-Oxoglutarate	53940.0	1320.864	6046.22	above	***	23	20
C00021	S-Adenosyl-L-homocysteine	632.0	114.238	239.5	above	**	1	4
C00020	AMP	7130.0	115.664	380.685	above	***	4	5
C00022	Pyruvate	290472.0	7324.199	35989.177	above	***	43	49
C00143	5,10-Methylenetetrahydrofolate	735.0	186.523	373.06	above	*	3	5
C00140	N-Acetyl-D-glucosamine	660.0	9.041	14.591	above	***	0	1
C00141	3-Methyl-2-oxobutanoic_acid	162.0	226.935	546.93	below	n.s.	8	6
C00029	UDP-glucose	7770.0	1032.379	3358.425	above	**	6	15
C00147	Adenine	438.0	45.478	136.059	above	**	7	3
C00144	GMP	104.0	35.439	62.236	above	*	10	2
C03740	(5-L-Glutamyl)-L-amino_acid	0.0	0.0	0.0	equal	NA	1	0
C01079	Protoporphyrinogen_IX	0.0	0.0	0.0	equal	NA	3	0
C05748	trans-Hex-2-enoyl-[acp]	1179.0	82.182	137.124	above	***	3	3
C05807	2-Polyprenylphenol	72.0	80.064	132.192	below	n.s.	0	3
C05729	R-S-Cysteinylglycine	570.0	24.411	58.792	above	***	1	2
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	980.0	389.496	756.98	above	n.s.	2	7
C11437	1-Deoxy-D-xylulose_5-phosphate	106.0	25.392	59.19	above	*	5	2
C00644	D-Mannitol_1-phosphate	492.0	8.922	15.013	above	***	2	1
C06319	Precorrin_6Y	13.0	8.899	14.869	above	n.s.	1	1
C02739	1-(5-Phospho-D-ribosyl)-ATP	384.0	354.97	961.152	above	n.s.	4	8
C00647	Pyridoxamine_phosphate	19.0	8.934	15.313	above	n.s.	1	1
C05726	S-Substituted_L-cysteine	0.0	0.0	0.0	equal	NA	2	0
C00705	dCDP	19.0	9.187	14.774	above	n.s.	5	1
C06250	Holo-[carboxylase]	223.0	8.984	15.125	above	***	6	1
C01242	S-Aminomethyldihydrolipoylprotein	48.0	25.956	59.498	above	n.s.	2	2
C02631	2-Isopropylmaleate	0.0	25.268	60.874	below	n.s.	10	2
C02637	3-Dehydroshikimate	40.0	35.954	58.792	above	n.s.	2	2
C03194	(R)-1-Aminopropan-2-ol	12.0	9.021	14.16	above	n.s.	0	1
C04419	Carboxybiotin-carboxyl-carrier_protein	3044.0	70.063	242.784	above	***	1	4
C01528	Hydrogen_selenide	0.0	0.0	0.0	equal	NA	1	0
C02938	3-Indoleacetonitrile	28.0	8.896	14.622	above	*	0	1
C00750	Spermine	3.0	8.95	15.38	below	n.s.	3	1
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	4.0	36.272	58.696	below	n.s.	2	2
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	990.0	81.185	130.887	above	***	3	3
C00763	D-Proline	8480.0	25.495	60.086	above	***	2	2
C01134	Pantetheine_4'-phosphate	80.0	37.095	61.78	above	n.s.	3	2
C01137	S-Adenosylmethioninamine	48.0	143.203	246.08	below	n.s.	4	4
C00092	D-Glucose_6-phosphate	0.0	0.0	0.0	equal	NA	10	0
C06035	4-Methylene-2-oxoglutarate	65.0	9.015	14.727	above	***	2	1
C02226	2-Methylmaleate	0.0	404.293	973.984	below	n.s.	12	8
C03511	L-Phenylalanyl-tRNA(Phe)	0.0	0.0	0.0	equal	NA	1	0
C03512	L-Tryptophanyl-tRNA(Trp)	0.0	0.0	0.0	equal	NA	1	0
C06033	Parapyruvate	260.0	36.06	58.908	above	***	1	2
C12147	L-Threonine_O-3-phosphate	22.0	8.783	14.899	above	n.s.	1	1
C00329	D-Glucosamine	4.0	25.961	61.786	below	n.s.	0	2
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	387.0	60.454	136.551	above	**	5	3
C06408	Precorrin_8X	72.0	35.251	58.924	above	n.s.	0	2
C02741	Phosphoribosyl-AMP	144.0	141.454	238.848	above	n.s.	4	4
C06407	Precorrin_4	104.0	35.846	58.504	above	*	2	2
C06406	Precorrin_3B	68.0	35.726	57.988	above	n.s.	0	2
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	172.0	35.566	60.896	above	**	2	2
C20372	3-Ketoglutaryl-[acp]_methyl_ester	472.0	35.751	59.276	above	***	2	2
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	43.0	8.891	15.224	above	**	2	1
C20376	3-Ketopimeloyl-[acp]_methyl_ester	472.0	35.751	59.276	above	***	2	2
C20375	Glutaryl-[acp]_methyl_ester	920.0	36.267	60.84	above	***	0	2
C20374	Enoylglutaryl-[acp]_methyl_ester	0.0	0.0	0.0	equal	NA	2	0
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	55.0	8.778	15.486	above	**	1	1
C20378	Enoylpimeloyl-[acp]_methyl_ester	0.0	0.0	0.0	equal	NA	1	0
C00804	Propynoate	0.0	0.0	0.0	equal	NA	1	0
C00969	3-Hydroxypropanal	11.0	8.865	14.899	above	n.s.	0	1
C11545	Cobalt-precorrin_8	72.0	35.251	58.924	above	n.s.	2	2
C00966	2-Dehydropantoate	6.0	8.993	15.186	below	n.s.	5	1
C11540	Cobalt-precorrin_4	104.0	35.846	58.504	above	*	2	2
C11542	Cobalt-precorrin_6	52.0	35.594	59.476	above	n.s.	2	2
C11543	Cobalt-dihydro-precorrin_6	52.0	35.62	59.896	above	n.s.	2	2
C02282	Glutaminyl-tRNA	60.0	8.913	15.401	above	***	1	1
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	224.0	407.77	967.264	below	n.s.	4	8
C00415	Dihydrofolate	0.0	0.0	0.0	equal	NA	2	0
C00416	Phosphatidate	632.0	113.17	231.072	above	**	6	4
C00417	cis-Aconitate	360.0	330.921	552.384	above	n.s.	8	6
C03460	2-Methylprop-2-enoyl-CoA	0.0	0.0	0.0	equal	NA	3	0
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	220.0	35.112	61.944	above	**	2	2
C03345	2-Methylbut-2-enoyl-CoA	1167.0	9.078	14.896	above	***	3	1
C00993	D-Alanyl-D-alanine	80.0	35.656	59.92	above	n.s.	3	2
C00620	alpha-D-Ribose_1-phosphate	896.0	100.993	237.448	above	***	0	4
C11355	4-Amino-4-deoxychorismate	12.0	8.88	15.594	above	n.s.	2	1
C05951	Leukotriene_D4	0.0	0.0	0.0	equal	NA	2	0
C05576	3,4-Dihydroxyphenylethyleneglycol	3412.0	25.128	58.654	above	***	2	2
C05577	3,4-Dihydroxymandelaldehyde	3412.0	25.128	58.654	above	***	2	2
C03263	Coproporphyrinogen_III	378.0	80.563	135.531	above	**	0	3
C00378	Thiamine	35.0	9.078	14.888	above	*	1	1
C00242	Guanine	1946.0	228.982	746.116	above	**	6	7
C00245	Taurine	7.0	8.793	15.14	below	n.s.	0	1
C00246	Butanoic_acid	465.0	44.695	135.771	above	***	3	3
C00624	N-Acetyl-L-glutamate	0.0	224.609	380.925	below	n.s.	5	5
C16587	3-Carbamoyl-2-phenylpropionaldehyde	0.0	0.0	0.0	equal	NA	1	0
C02170	Methylmalonate	0.0	0.0	0.0	equal	NA	1	0
C00568	4-Aminobenzoate	688.0	145.21	243.056	above	**	1	4
C01099	L-Fuculose_1-phosphate	1.0	9.085	15.333	below	n.s.	0	1
C01097	D-Tagatose_6-phosphate	8360.0	742.446	1461.62	above	***	0	10
C01096	Sorbitol_6-phosphate	5.0	9.172	15.161	below	n.s.	3	1
C01094	D-Fructose_1-phosphate	3882.0	59.093	137.346	above	***	6	3
C05682	Phosphonoacetate	84.0	36.213	60.632	above	n.s.	0	2
C00341	Geranyl_diphosphate	162.0	80.584	138.312	above	n.s.	3	3
C00342	Thioredoxin	2779.0	254.467	731.185	above	***	3	7
C00343	Thioredoxin_disulfide	2220.0	36.09	60.032	above	***	6	2
C00344	Phosphatidylglycerol	576.0	140.413	236.72	above	*	0	4
C05684	Selenite	555.0	9.022	15.008	above	***	0	1
C00061	FMN	48.0	9.078	14.733	above	**	3	1
C00060	Carboxylate	0.0	0.0	0.0	equal	NA	1	0
C00063	CTP	28120.0	411.538	1500.92	above	***	0	10
C00062	L-Arginine	186.0	59.471	134.91	above	n.s.	0	3
C00065	L-Serine	13916.0	918.607	2935.058	above	***	9	14
C00064	L-Glutamine	22500.0	1192.728	4865.22	above	***	13	18
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	3200.0	904.342	1514.7	above	*	3	10
C16633	5-Fluorouridine	11.0	8.777	14.737	above	n.s.	0	1
C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	0.0	36.031	60.184	below	n.s.	0	2
C16631	alpha-Fluoro-beta-ureidopropionic_acid	0.0	0.0	0.0	equal	NA	1	0
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	976.0	111.499	246.032	above	***	5	4
C16635	5'-Deoxy-5-fluorocytidine	34.0	8.922	15.237	above	*	0	1
C16634	5-Fluorouridine_monophosphate	0.0	0.0	0.0	equal	NA	1	0
C19673	Malonyl-[acp]_methyl_ester	920.0	36.267	60.84	above	***	0	2
C03752	2-Amino-2-deoxy-D-gluconate	48.0	291.275	973.952	below	n.s.	0	8
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	172.0	35.241	58.3	above	**	2	2
C05922	Formamidopyrimidine_nucleoside_triphosphate	172.0	35.241	58.3	above	**	2	2
C05921	Biotinyl-5'-AMP	8.0	36.068	57.328	below	n.s.	2	2
C00748	Siroheme	1.0	8.929	14.892	below	n.s.	2	1
C04079	N-((R)-Pantothenoyl)-L-cysteine	55.0	8.763	15.009	above	***	0	1
C00668	alpha-D-Glucose_6-phosphate	27053.0	1403.344	2490.67	above	***	19	13
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	324.0	36.439	58.7	above	***	2	2
C00666	LL-2,6-Diaminoheptanedioate	256.0	144.81	235.216	above	n.s.	5	4
C00663	beta-D-Glucose_1-phosphate	6.0	8.958	15.331	below	n.s.	1	1
C02163	L-Arginyl-tRNA(Arg)	0.0	0.0	0.0	equal	NA	1	0
C00988	2-Phosphoglycolate	90.0	81.735	133.974	above	n.s.	0	3
C00989	4-Hydroxybutanoic_acid	109.0	9.228	14.927	above	***	0	1
C00114	Choline	0.0	0.0	0.0	equal	NA	1	0
C00117	D-Ribose_5-phosphate	27650.0	1147.125	2941.022	above	***	14	14
C00116	Glycerol	6.0	8.889	15.472	below	n.s.	1	1
C00111	Glycerone_phosphate	12474.0	158.27	543.516	above	***	21	6
C02380	6-Mercaptopurine	51.0	9.009	15.305	above	**	0	1
C00112	CDP	355.0	133.945	370.14	above	n.s.	2	5
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	1736.0	209.89	740.642	above	**	13	7
C00118	D-Glyceraldehyde_3-phosphate	527046.0	5951.357	22839.57	above	***	22	39
C06416	Precorrin_5	0.0	0.0	0.0	equal	NA	2	0
C11929	Perillyl-CoA	585.0	81.136	132.543	above	***	0	3
C01346	dUDP	9.0	9.015	15.465	below	n.s.	3	1
C11924	Perillic_acid	0.0	0.0	0.0	equal	NA	2	0
C05750	3-Oxooctanoyl-[acp]	472.0	35.751	59.276	above	***	4	2
C05751	trans-Oct-2-enoyl-[acp]	1179.0	82.182	137.124	above	***	3	3
C14145	(3S)-3-Hydroxyadipyl-CoA	8480.0	142.196	244.336	above	***	0	4
C05753	3-Oxodecanoyl-[acp]	472.0	35.751	59.276	above	***	4	2
C05754	trans-Dec-2-enoyl-[acp]	1179.0	82.182	137.124	above	***	3	3
C05755	Decanoyl-[acp]	2070.0	81.602	136.89	above	***	3	3
C05756	3-Oxododecanoyl-[acp]	1062.0	80.439	133.371	above	***	3	3
C05757	(R)-3-Hydroxydodecanoyl-[acp]	387.0	80.023	137.016	above	**	3	3
C05758	trans-Dodec-2-enoyl-[acp]	1179.0	82.182	137.124	above	***	3	3
C05759	3-Oxotetradecanoyl-[acp]	1062.0	80.439	133.371	above	***	3	3
C05811	2-Octaprenyl-6-hydroxyphenol	0.0	0.0	0.0	equal	NA	2	0
C05810	2-Octaprenylphenol	32.0	35.584	58.752	below	n.s.	0	2
C00236	3-Phospho-D-glyceroyl_phosphate	2328.0	25.93	58.794	above	***	12	2
C00188	L-Threonine	10680.0	712.197	2142.036	above	***	4	12
C00189	Ethanolamine	213.0	46.837	134.46	above	*	1	3
C00186	(S)-Lactate	208.0	142.942	243.824	above	n.s.	1	4
C00185	Cellobiose	0.0	0.0	0.0	equal	NA	2	0
C00183	L-Valine	101.0	8.793	15.276	above	***	0	1
C00180	Benzoate	0.0	0.0	0.0	equal	NA	2	0
C00181	D-Xylose	88.0	35.034	60.268	above	n.s.	3	2
C02909	(2-Naphthyl)methanol	30708.0	226.155	527.886	above	***	0	6
C00159	D-Mannose	10008.0	670.675	2171.772	above	***	0	12
C04216	all-trans-Heptaprenyl_diphosphate	0.0	0.0	0.0	equal	NA	2	0
C04051	5-Amino-4-imidazolecarboxyamide	0.0	0.0	0.0	equal	NA	1	0
C00158	Citrate	490.0	450.421	751.856	above	n.s.	4	7
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	196.0	36.813	59.836	above	**	5	2
C02553	L-Seryl-tRNA(Ser)	0.0	0.0	0.0	equal	NA	1	0
C16348	cis-3-Chloroallyl_aldehyde	6856.0	86.135	236.82	above	***	5	4
C02946	4-Acetamidobutanoate	0.0	0.0	0.0	equal	NA	2	0
C16586	2-Phenyl-1,3-propanediol_monocarbamate	22.0	8.958	14.705	above	n.s.	0	1
C05378	beta-D-Fructose_1,6-bisphosphate	62304.0	967.009	2159.232	above	***	12	12
C00015	UDP	480.0	71.902	239.32	above	*	3	4
C05100	3-Ureidoisobutyrate	0.0	0.0	0.0	equal	NA	2	0
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	172.0	35.241	58.3	above	**	2	2
C00151	L-Amino_acid	7.0	8.793	15.14	below	n.s.	0	1
C05823	3-Mercaptolactate	0.0	0.0	0.0	equal	NA	1	0
C02988	L-Histidyl-tRNA(His)	0.0	0.0	0.0	equal	NA	1	0
C16551	Alcophosphamide	0.0	0.0	0.0	equal	NA	1	0
C06715	3-Oxopimeloyl-CoA	24.0	35.273	59.096	below	n.s.	0	2
C06714	3-Hydroxypimeloyl-CoA	0.0	0.0	0.0	equal	NA	2	0
C16466	7-Methyl-3-oxo-6-octenoyl-CoA	0.0	0.0	0.0	equal	NA	2	0
C16219	3-Oxostearoyl-[acp]	1062.0	80.439	133.371	above	***	3	3
C09306	Sulfur_dioxide	0.0	0.0	0.0	equal	NA	1	0
C00254	Prephenate	765.0	509.207	1216.557	above	n.s.	5	9
C16237	Protein_N6-(lipoyl)lysine	0.0	0.0	0.0	equal	NA	2	0
C00931	Porphobilinogen	216.0	80.843	138.474	above	n.s.	0	3
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	4.0	36.272	58.696	below	n.s.	3	2
C16238	Lipoyl-AMP	88.0	35.146	60.544	above	n.s.	2	2
C18239	Precursor_Z	0.0	0.0	0.0	equal	NA	4	0
C00446	alpha-D-Galactose_1-phosphate	224.0	143.225	246.64	above	n.s.	0	4
C00445	5,10-Methenyltetrahydrofolate	26.0	8.894	15.193	above	*	3	1
C01762	Xanthosine	1396.0	109.405	239.424	above	***	0	4
C00441	L-Aspartate_4-semialdehyde	11565.0	458.808	1212.48	above	***	18	9
C00440	5-Methyltetrahydrofolate	7271.0	547.813	1820.599	above	***	4	11
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	624.0	36.218	59.896	above	***	2	2
C00526	Deoxyuridine	480.0	100.744	237.04	above	*	1	4
C00527	Glutaryl-CoA	0.0	0.0	0.0	equal	NA	2	0
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	120.0	111.896	243.372	above	n.s.	2	4
C00522	(R)-Pantoate	225.0	158.564	370.8	above	n.s.	1	5
C00448	trans,trans-Farnesyl_diphosphate	2240.0	360.609	959.216	above	*	2	8
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	34.0	8.953	14.91	above	*	2	1
C01024	Hydroxymethylbilane	0.0	0.0	0.0	equal	NA	3	0
C12739	5'-Deoxy-5-fluorouridine	0.0	0.0	0.0	equal	NA	1	0
C00009	Orthophosphate	0.0	0.0	0.0	equal	NA	1	0
C01909	Dethiobiotin	2.0	9.103	14.537	below	n.s.	1	1
C00068	Thiamin_diphosphate	1875.0	987.549	3387.9	above	n.s.	8	15
C04133	N-Acetyl-L-glutamate_5-phosphate	0.0	144.625	240.608	below	n.s.	6	4
C03838	5'-Phosphoribosylglycinamide	234.0	80.045	136.737	above	*	3	3
C00288	HCO3-	3044.0	70.063	242.784	above	***	0	4
C03722	Quinolinate	12.0	35.066	60.076	below	n.s.	2	2
C05402	Melibiose	0.0	0.0	0.0	equal	NA	1	0
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	988.0	111.475	241.964	above	***	2	4
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	0.0	0.0	0.0	equal	NA	1	0
C03939	Acetyl-[acyl-carrier_protein]	7798.0	314.502	733.362	above	***	2	7
C00054	Adenosine_3',5'-bisphosphate	0.0	0.0	0.0	equal	NA	1	0
C04039	2,3-Dihydroxy-3-methylbutanoate	1.0	9.059	14.955	below	n.s.	1	1
C00627	Pyridoxine_phosphate	0.0	0.0	0.0	equal	NA	2	0
C00459	dTTP	3472.0	671.709	2957.696	above	n.s.	0	14
C01228	Guanosine_3',5'-bis(diphosphate)	0.0	0.0	0.0	equal	NA	1	0
C00239	dCMP	204.0	26.872	59.262	above	**	2	2
C00725	Lipoate	88.0	35.146	60.544	above	n.s.	0	2
C00231	D-Xylulose_5-phosphate	1293.0	60.373	132.6	above	***	26	3
C00232	Succinate_semialdehyde	9.0	8.835	14.559	above	n.s.	3	1
C00233	4-Methyl-2-oxopentanoate	0.0	0.0	0.0	equal	NA	2	0
C00234	10-Formyltetrahydrofolate	1115.0	113.916	379.435	above	**	7	5
C00235	Dimethylallyl_diphosphate	72.0	35.815	61.472	above	n.s.	5	2
C01613	Stachyose	0.0	9.067	15.147	below	n.s.	0	1
C00237	CO	11352.0	452.573	1830.466	above	***	13	11
C00010	CoA	15.0	8.816	14.768	above	n.s.	3	1
C05984	2-Hydroxybutanoic_acid	13.0	8.934	15.239	above	n.s.	0	1
C00012	Peptide	48.0	9.012	14.904	above	**	0	1
C00014	Ammonia	942.0	223.55	534.564	above	*	17	6
C05980	Cardiolipin	0.0	0.0	0.0	equal	NA	4	0
C00016	FAD	48.0	9.078	14.733	above	**	1	1
C00018	Pyridoxal_phosphate	0.0	0.0	0.0	equal	NA	2	0
C00019	S-Adenosyl-L-methionine	455.0	146.622	369.9	above	n.s.	4	5
C00153	Nicotinamide	0.0	0.0	0.0	equal	NA	2	0
C00152	L-Asparagine	2583.0	292.104	749.973	above	***	1	7
C00155	L-Homocysteine	336.0	142.491	240.176	above	n.s.	8	4
C02835	Imidazole-4-acetate	0.0	0.0	0.0	equal	NA	1	0
C05714	alpha-Aminopropiononitrile	28.0	8.896	14.622	above	*	0	1
C05715	gamma-Amino-gamma-cyanobutanoate	28.0	8.896	14.622	above	*	0	1
C05711	gamma-Glutamyl-beta-cyanoalanine	0.0	0.0	0.0	equal	NA	1	0
C02713	N-Acetylmuramate	3.0	8.911	15.613	below	n.s.	0	1
C02336	beta-D-Fructose	16.0	37.611	60.652	below	n.s.	3	2
C14108	4-Hydroxymethylsalicylaldehyde	0.0	0.0	0.0	equal	NA	2	0
C02331	Vinylacetyl-CoA	1080.0	78.686	132.588	above	***	4	3
C00058	Formate	3028.0	111.118	241.884	above	***	4	4
C06320	Precorrin_6X	13.0	8.899	14.869	above	n.s.	1	1
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	988.0	111.475	241.964	above	***	2	4
C00655	Xanthosine_5'-phosphate	2550.0	227.152	537.558	above	***	7	6
C00301	ADP-ribose	55.0	8.967	15.068	above	***	0	1
C00302	DL-Glutamate	0.0	0.0	0.0	equal	NA	1	0
C00718	Amylose	267.0	61.343	135.828	above	*	6	3
C02232	3-Oxoadipyl-CoA	0.0	0.0	0.0	equal	NA	4	0
C14089	1-Hydroxymethylnaphthalene	30708.0	226.155	527.886	above	***	0	6
C14107	2-Hydroxy-4-hydroxymethylbenzalpyruvate	260.0	36.06	58.908	above	***	0	2
C14086	2-Hydroxy-3-methylbenzalpyruvate	585.0	81.136	132.543	above	***	0	3
C14087	3-Methylsalicylaldehyde	0.0	0.0	0.0	equal	NA	3	0
C17551	2-Polyprenyl-6-hydroxyphenol	0.0	0.0	0.0	equal	NA	3	0
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	136.0	35.812	59.64	above	*	1	2
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	92.0	113.991	239.652	below	n.s.	4	4
C01127	4-Hydroxy-2-oxoglutarate	7.0	9.086	14.944	below	n.s.	0	1
C06188	Salicin_6-phosphate	64.0	9.075	15.204	above	***	1	1
C05665	3-Aminopropanal	4.0	8.712	14.939	below	n.s.	0	1
C03058	2-Hydroxyglutaryl-CoA	65.0	9.015	14.727	above	***	0	1
C06186	Arbutin	6.0	25.251	60.384	below	n.s.	0	2
C06187	Arbutin_6-phosphate	24.0	9.034	14.503	above	*	2	1
C18902	Methylselenic_acid	555.0	9.022	15.008	above	***	0	1
C03294	N-Formylmethionyl-tRNA	0.0	0.0	0.0	equal	NA	1	0
C02051	Lipoylprotein	48.0	25.956	59.498	above	n.s.	1	2
C03114	Dimethylbenzimidazole	228.0	35.851	60.144	above	***	0	2
C06611	trans-3-Chloro-2-propene-1-ol	13648.0	100.513	234.616	above	***	2	4
C06612	cis-3-Chloro-2-propene-1-ol	13648.0	100.513	234.616	above	***	2	4
C04088	Octadecanoyl-[acyl-carrier_protein]	0.0	0.0	0.0	equal	NA	3	0
C06614	trans-3-Chloroacrylic_acid	4.0	8.712	14.939	below	n.s.	2	1
C06615	cis-3-Chloroacrylic_acid	4.0	8.712	14.939	below	n.s.	2	1
C06755	Chloroacetic_acid	4.0	8.712	14.939	below	n.s.	2	1
C06754	Chloroacetaldehyde	16.0	34.848	59.756	below	n.s.	1	2
C00979	O-Acetyl-L-serine	232.0	512.161	983.808	below	n.s.	0	8
C00877	Crotonoyl-CoA	63670.0	657.847	1503.22	above	***	13	10
C16273	3-Hydroxy-5-oxohexanoyl-CoA	24.0	35.273	59.096	below	n.s.	4	2
C16272	3-Hydroxy-5-oxohexanoate	0.0	101.421	240.28	below	n.s.	0	4
C04246	But-2-enoyl-[acyl-carrier_protein]	1179.0	82.182	137.124	above	***	3	3
C00409	Methanethiol	0.0	0.0	0.0	equal	NA	1	0
C03373	Aminoimidazole_ribotide	8.0	35.753	59.668	below	n.s.	3	2
C16074	Phenylacetonitrile	112.0	35.584	58.488	above	*	0	2
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	46.0	9.052	15.118	above	**	3	1
C00407	L-Isoleucine	130.0	9.01	14.863	above	***	0	1
C01401	Alanine	0.0	0.0	0.0	equal	NA	1	0
C01151	D-Ribose_1,5-bisphosphate	0.0	0.0	0.0	equal	NA	1	0
C06056	4-Hydroxy-L-threonine	0.0	0.0	0.0	equal	NA	1	0
C06506	Adenosyl_cobyrinate_a,c_diamide	12.0	9.332	14.79	above	n.s.	1	1
C06055	O-Phospho-4-hydroxy-L-threonine	5.0	9.142	14.734	below	n.s.	0	1
C03479	Folinic_acid	12.0	35.934	59.352	below	n.s.	0	2
C01412	Butanal	1684.0	8.938	14.622	above	***	0	1
C06114	gamma-Glutamyl-beta-aminopropiononitrile	0.0	0.0	0.0	equal	NA	1	0
C06508	Adenosyl_cobinamide	640.0	141.566	250.304	above	*	2	4
C06509	Adenosyl_cobinamide_phosphate	160.0	35.392	62.576	above	*	6	2
C09332	Tetrahydrofolyl-[Glu](2)	0.0	0.0	0.0	equal	NA	1	0
C06032	D-erythro-3-Methylmalate	0.0	227.899	544.974	below	n.s.	9	6
C01157	Hydroxyproline	624.0	36.218	59.896	above	***	2	2
C02576	Perillyl_aldehyde	16.0	34.848	59.756	below	n.s.	0	2
C03972	2,3,4,5-Tetrahydrodipicolinate	2785.0	168.273	377.985	above	***	9	5
C03974	2-Acyl-sn-glycerol_3-phosphate	0.0	0.0	0.0	equal	NA	1	0
C00577	D-Glyceraldehyde	4.0	8.712	14.939	below	n.s.	1	1
C01300	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	680.0	101.847	242.216	above	**	2	4
