Compound_code	Compound_name	Input_metabolite_score	Simulated_Mean	Simulated_Std_Dev	Relationship_to_Mean	Significance	Indegree	Outdegree
C00458	dCTP	3472.0	16215.898	18759.44	below	n.s.	2	14
C04895	7,8-Dihydroneopterin_3'-triphosphate	0.0	0.0	0.0	equal	NA	2	0
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	64.0	5463.098	1722.56	below	***	4	4
C00376	Retinal	0.0	0.0	0.0	equal	NA	2	0
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	0.0	0.0	0.0	equal	NA	6	0
C00455	Nicotinamide_D-ribonucleotide	14.0	218.969	82.31	below	**	0	1
C01697	Galactitol	984.0	4877.603	3047.4	below	*	0	6
C15972	Enzyme_N6-(lipoyl)lysine	72.0	5926.625	2772.72	below	**	4	6
C16618	6-Thioxanthine_5'-monophosphate	84.0	247.226	87.81	below	*	1	1
C00330	Deoxyguanosine	208.0	996.816	389.04	below	**	0	2
C00332	Acetoacetyl-CoA	35496.0	11015.303	7078.32	above	***	14	9
C00334	4-Aminobutanoate	36.0	447.462	245.08	below	*	4	2
C00337	(S)-Dihydroorotate	300.0	1339.555	692.91	below	*	1	3
C05699	L-Selenocystathionine	12.0	231.031	114.52	below	*	0	1
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	387.0	2489.991	1035.09	below	**	3	3
C04122	D-1-Aminopropan-2-ol_O-phosphate	12.0	115.842	74.94	below	*	1	1
C00636	D-Mannose_1-phosphate	270.0	2054.64	762.03	below	**	1	3
C00637	Indole-3-acetaldehyde	16.0	970.441	515.52	below	*	0	2
C00630	2-Methylpropanoyl-CoA	10503.0	2321.369	787.95	above	***	0	3
C00631	2-Phospho-D-glycerate	177820.0	51161.108	35797.8	above	***	3	20
C02527	Butanoylphosphate	406.0	493.988	320.16	below	n.s.	2	2
C16221	(2E)-Octadecenoyl-[acp]	1179.0	1765.345	750.78	below	n.s.	3	3
C00208	Maltose	104.0	3017.829	2010.16	below	*	0	4
C01001	Formylmethanofuran	360.0	7123.956	3969.0	below	*	1	6
C05985	2-Propynal	4.0	242.61	128.88	below	*	0	1
C00204	2-Dehydro-3-deoxy-D-gluconate	940.0	5232.283	2875.55	below	*	3	5
C01212	UDP-N-acetylmuramoyl-L-alanine	836.0	1110.303	1037.52	below	n.s.	2	4
C07490	Trichloroethanol	0.0	0.0	0.0	equal	NA	1	0
C01217	5,6,7,8-Tetrahydromethanopterin	920.0	2816.859	1314.24	below	*	0	4
C00025	L-Glutamate	125184.0	91823.266	93292.16	above	n.s.	18	32
C00024	Acetyl-CoA	2242711.0	471967.582	715987.2	above	**	33	89
C00148	L-Proline	34398.0	7453.739	4042.08	above	***	8	7
C00026	2-Oxoglutarate	53940.0	31036.651	35308.8	above	n.s.	23	20
C00021	S-Adenosyl-L-homocysteine	632.0	2754.78	1241.92	below	*	1	4
C00020	AMP	7130.0	2412.782	1936.4	above	**	4	5
C00022	Pyruvate	290472.0	144422.357	204854.79	above	n.s.	43	49
C00143	5,10-Methylenetetrahydrofolate	735.0	3000.334	1726.25	below	*	3	5
C00140	N-Acetyl-D-glucosamine	660.0	122.366	65.12	above	***	0	1
C00141	3-Methyl-2-oxobutanoic_acid	162.0	4337.064	2997.18	below	*	8	6
C00029	UDP-glucose	7770.0	29372.532	19913.85	below	*	6	15
C00147	Adenine	438.0	1482.484	945.63	below	*	7	3
C00144	GMP	104.0	1221.354	418.04	below	**	10	2
C03740	(5-L-Glutamyl)-L-amino_acid	0.0	0.0	0.0	equal	NA	1	0
C01079	Protoporphyrinogen_IX	0.0	0.0	0.0	equal	NA	3	0
C05748	trans-Hex-2-enoyl-[acp]	1179.0	1765.345	750.78	below	n.s.	3	3
C05807	2-Polyprenylphenol	72.0	1410.408	725.85	below	*	0	3
C05729	R-S-Cysteinylglycine	570.0	346.118	272.64	above	n.s.	1	2
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	980.0	8402.478	5026.56	below	*	2	7
C11437	1-Deoxy-D-xylulose_5-phosphate	106.0	619.465	337.74	below	*	5	2
C00644	D-Mannitol_1-phosphate	492.0	178.508	82.73	above	***	2	1
C06319	Precorrin_6Y	13.0	131.872	73.54	below	*	1	1
C02739	1-(5-Phospho-D-ribosyl)-ATP	384.0	5095.893	4399.04	below	*	4	8
C00647	Pyridoxamine_phosphate	19.0	405.693	128.36	below	***	1	1
C05726	S-Substituted_L-cysteine	0.0	0.0	0.0	equal	NA	2	0
C00705	dCDP	19.0	167.549	83.53	below	*	5	1
C06250	Holo-[carboxylase]	223.0	237.064	99.02	below	n.s.	6	1
C01242	S-Aminomethyldihydrolipoylprotein	48.0	628.162	372.3	below	*	2	2
C02631	2-Isopropylmaleate	0.0	645.987	366.2	below	*	10	2
C02637	3-Dehydroshikimate	40.0	603.882	279.0	below	**	2	2
C03194	(R)-1-Aminopropan-2-ol	12.0	115.842	74.94	below	*	0	1
C04419	Carboxybiotin-carboxyl-carrier_protein	3044.0	1630.565	1456.64	above	n.s.	1	4
C01528	Hydrogen_selenide	0.0	0.0	0.0	equal	NA	1	0
C02938	3-Indoleacetonitrile	28.0	194.662	112.96	below	*	0	1
C00750	Spermine	3.0	295.579	129.72	below	**	3	1
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	4.0	991.295	436.36	below	**	2	2
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	990.0	1465.381	846.36	below	n.s.	3	3
C00763	D-Proline	8480.0	658.197	386.52	above	***	2	2
C01134	Pantetheine_4'-phosphate	80.0	793.194	362.6	below	*	3	2
C01137	S-Adenosylmethioninamine	48.0	4729.257	2075.52	below	**	4	4
C00092	D-Glucose_6-phosphate	0.0	0.0	0.0	equal	NA	10	0
C06035	4-Methylene-2-oxoglutarate	65.0	146.215	67.02	below	*	2	1
C02226	2-Methylmaleate	0.0	10335.795	5859.2	below	*	12	8
C03511	L-Phenylalanyl-tRNA(Phe)	0.0	0.0	0.0	equal	NA	1	0
C03512	L-Tryptophanyl-tRNA(Trp)	0.0	0.0	0.0	equal	NA	1	0
C06033	Parapyruvate	260.0	584.86	268.08	below	*	1	2
C12147	L-Threonine_O-3-phosphate	22.0	163.878	82.01	below	*	1	1
C00329	D-Glucosamine	4.0	368.873	260.66	below	*	0	2
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	387.0	1057.797	757.71	below	n.s.	5	3
C06408	Precorrin_8X	72.0	590.634	360.48	below	*	0	2
C02741	Phosphoribosyl-AMP	144.0	1185.689	814.72	below	*	4	4
C06407	Precorrin_4	104.0	906.38	325.44	below	**	2	2
C06406	Precorrin_3B	68.0	625.062	263.12	below	**	0	2
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	172.0	1106.663	460.04	below	**	2	2
C20372	3-Ketoglutaryl-[acp]_methyl_ester	472.0	486.295	270.6	below	n.s.	2	2
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	43.0	276.666	115.01	below	**	2	1
C20376	3-Ketopimeloyl-[acp]_methyl_ester	472.0	486.295	270.6	below	n.s.	2	2
C20375	Glutaryl-[acp]_methyl_ester	920.0	1015.156	392.68	below	n.s.	0	2
C20374	Enoylglutaryl-[acp]_methyl_ester	0.0	0.0	0.0	equal	NA	2	0
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	55.0	262.283	113.9	below	*	1	1
C20378	Enoylpimeloyl-[acp]_methyl_ester	0.0	0.0	0.0	equal	NA	1	0
C00804	Propynoate	0.0	0.0	0.0	equal	NA	1	0
C00969	3-Hydroxypropanal	11.0	182.691	82.92	below	**	0	1
C11545	Cobalt-precorrin_8	72.0	590.634	360.48	below	*	2	2
C00966	2-Dehydropantoate	6.0	255.552	86.59	below	**	5	1
C11540	Cobalt-precorrin_4	104.0	906.38	325.44	below	**	2	2
C11542	Cobalt-precorrin_6	52.0	527.487	294.16	below	*	2	2
C11543	Cobalt-dihydro-precorrin_6	52.0	328.984	207.84	below	*	2	2
C02282	Glutaminyl-tRNA	60.0	321.378	87.45	below	**	1	1
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	224.0	7252.591	5290.24	below	*	4	8
C00415	Dihydrofolate	0.0	0.0	0.0	equal	NA	2	0
C00416	Phosphatidate	632.0	2504.755	1172.16	below	*	6	4
C00417	cis-Aconitate	360.0	4705.681	1995.84	below	**	8	6
C03460	2-Methylprop-2-enoyl-CoA	0.0	0.0	0.0	equal	NA	3	0
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	220.0	1049.131	455.6	below	*	2	2
C03345	2-Methylbut-2-enoyl-CoA	1167.0	257.93	87.55	above	***	3	1
C00993	D-Alanyl-D-alanine	80.0	712.114	358.72	below	*	3	2
C00620	alpha-D-Ribose_1-phosphate	896.0	2069.556	1170.64	below	*	0	4
C11355	4-Amino-4-deoxychorismate	12.0	143.855	64.83	below	**	2	1
C05951	Leukotriene_D4	0.0	0.0	0.0	equal	NA	2	0
C05576	3,4-Dihydroxyphenylethyleneglycol	3412.0	446.602	314.0	above	***	2	2
C05577	3,4-Dihydroxymandelaldehyde	3412.0	446.602	314.0	above	***	2	2
C03263	Coproporphyrinogen_III	378.0	3588.917	1069.92	below	***	0	3
C00378	Thiamine	35.0	190.89	78.75	below	*	1	1
C00242	Guanine	1946.0	6168.918	4702.11	below	n.s.	6	7
C00245	Taurine	7.0	341.319	98.84	below	***	0	1
C00246	Butanoic_acid	465.0	967.984	757.8	below	n.s.	3	3
C00624	N-Acetyl-L-glutamate	0.0	9095.474	2687.75	below	***	5	5
C16587	3-Carbamoyl-2-phenylpropionaldehyde	0.0	0.0	0.0	equal	NA	1	0
C02170	Methylmalonate	0.0	0.0	0.0	equal	NA	1	0
C00568	4-Aminobenzoate	688.0	2353.314	1186.88	below	*	1	4
C01099	L-Fuculose_1-phosphate	1.0	126.115	68.76	below	*	0	1
C01097	D-Tagatose_6-phosphate	8360.0	25492.735	9584.2	below	*	0	10
C01096	Sorbitol_6-phosphate	5.0	317.207	97.77	below	***	3	1
C01094	D-Fructose_1-phosphate	3882.0	829.139	618.27	above	***	6	3
C05682	Phosphonoacetate	84.0	1695.475	504.12	below	***	0	2
C00341	Geranyl_diphosphate	162.0	1272.224	670.86	below	*	3	3
C00342	Thioredoxin	2779.0	4872.972	3850.98	below	n.s.	3	7
C00343	Thioredoxin_disulfide	2220.0	221.722	142.2	above	***	6	2
C00344	Phosphatidylglycerol	576.0	2009.969	1171.68	below	*	0	4
C05684	Selenite	555.0	55.431	35.55	above	***	0	1
C00061	FMN	48.0	142.76	71.25	below	*	3	1
C00060	Carboxylate	0.0	0.0	0.0	equal	NA	1	0
C00063	CTP	28120.0	9788.043	9267.0	above	*	0	10
C00062	L-Arginine	186.0	1587.79	831.51	below	*	0	3
C00065	L-Serine	13916.0	20681.629	16200.38	below	n.s.	9	14
C00064	L-Glutamine	22500.0	25154.937	27843.48	below	n.s.	13	18
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	3200.0	11885.057	5396.0	below	*	3	10
C16633	5-Fluorouridine	11.0	124.058	64.93	below	*	0	1
C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	0.0	662.242	321.0	below	**	0	2
C16631	alpha-Fluoro-beta-ureidopropionic_acid	0.0	0.0	0.0	equal	NA	1	0
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	976.0	1433.23	989.04	below	n.s.	5	4
C16635	5'-Deoxy-5-fluorocytidine	34.0	121.096	70.25	below	*	0	1
C16634	5-Fluorouridine_monophosphate	0.0	0.0	0.0	equal	NA	1	0
C19673	Malonyl-[acp]_methyl_ester	920.0	1015.156	392.68	below	n.s.	0	2
C03752	2-Amino-2-deoxy-D-gluconate	48.0	4998.216	4660.8	below	*	0	8
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	172.0	638.508	349.04	below	*	2	2
C05922	Formamidopyrimidine_nucleoside_triphosphate	172.0	638.508	349.04	below	*	2	2
C05921	Biotinyl-5'-AMP	8.0	664.27	321.56	below	**	2	2
C00748	Siroheme	1.0	349.223	141.07	below	**	2	1
C04079	N-((R)-Pantothenoyl)-L-cysteine	55.0	313.338	89.28	below	**	0	1
C00668	alpha-D-Glucose_6-phosphate	27053.0	17129.062	10234.38	above	n.s.	19	13
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	324.0	865.248	363.68	below	*	2	2
C00666	LL-2,6-Diaminoheptanedioate	256.0	2842.088	1313.12	below	*	5	4
C00663	beta-D-Glucose_1-phosphate	6.0	325.261	115.31	below	**	1	1
C02163	L-Arginyl-tRNA(Arg)	0.0	0.0	0.0	equal	NA	1	0
C00988	2-Phosphoglycolate	90.0	914.802	505.98	below	*	0	3
C00989	4-Hydroxybutanoic_acid	109.0	321.377	101.51	below	**	0	1
C00114	Choline	0.0	0.0	0.0	equal	NA	1	0
C00117	D-Ribose_5-phosphate	27650.0	17259.511	12969.32	above	n.s.	14	14
C00116	Glycerol	6.0	171.276	71.66	below	**	1	1
C00111	Glycerone_phosphate	12474.0	3464.503	3034.98	above	**	21	6
C02380	6-Mercaptopurine	51.0	347.628	135.81	below	**	0	1
C00112	CDP	355.0	2565.721	1967.45	below	*	2	5
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	1736.0	4569.136	4167.31	below	n.s.	13	7
C00118	D-Glyceraldehyde_3-phosphate	527046.0	105745.822	123239.22	above	***	22	39
C06416	Precorrin_5	0.0	0.0	0.0	equal	NA	2	0
C11929	Perillyl-CoA	585.0	1315.935	603.18	below	*	0	3
C01346	dUDP	9.0	393.49	116.62	below	***	3	1
C11924	Perillic_acid	0.0	0.0	0.0	equal	NA	2	0
C05750	3-Oxooctanoyl-[acp]	472.0	486.295	270.6	below	n.s.	4	2
C05751	trans-Oct-2-enoyl-[acp]	1179.0	1765.345	750.78	below	n.s.	3	3
C14145	(3S)-3-Hydroxyadipyl-CoA	8480.0	2167.098	1160.32	above	***	0	4
C05753	3-Oxodecanoyl-[acp]	472.0	486.295	270.6	below	n.s.	4	2
C05754	trans-Dec-2-enoyl-[acp]	1179.0	1765.345	750.78	below	n.s.	3	3
C05755	Decanoyl-[acp]	2070.0	2284.102	883.53	below	n.s.	3	3
C05756	3-Oxododecanoyl-[acp]	1062.0	1094.163	608.85	below	n.s.	3	3
C05757	(R)-3-Hydroxydodecanoyl-[acp]	387.0	2489.991	1035.09	below	**	3	3
C05758	trans-Dodec-2-enoyl-[acp]	1179.0	1765.345	750.78	below	n.s.	3	3
C05759	3-Oxotetradecanoyl-[acp]	1062.0	1094.163	608.85	below	n.s.	3	3
C05811	2-Octaprenyl-6-hydroxyphenol	0.0	0.0	0.0	equal	NA	2	0
C05810	2-Octaprenylphenol	32.0	626.848	322.6	below	*	0	2
C00236	3-Phospho-D-glyceroyl_phosphate	2328.0	472.691	308.7	above	***	12	2
C00188	L-Threonine	10680.0	21276.662	13580.04	below	n.s.	4	12
C00189	Ethanolamine	213.0	1417.829	970.65	below	*	1	3
C00186	(S)-Lactate	208.0	2763.305	1218.24	below	**	1	4
C00185	Cellobiose	0.0	0.0	0.0	equal	NA	2	0
C00183	L-Valine	101.0	148.783	79.21	below	n.s.	0	1
C00180	Benzoate	0.0	0.0	0.0	equal	NA	2	0
C00181	D-Xylose	88.0	627.276	303.96	below	*	3	2
C02909	(2-Naphthyl)methanol	30708.0	4019.416	2826.0	above	***	0	6
C00159	D-Mannose	10008.0	13358.53	12074.4	below	n.s.	0	12
C04216	all-trans-Heptaprenyl_diphosphate	0.0	0.0	0.0	equal	NA	2	0
C04051	5-Amino-4-imidazolecarboxyamide	0.0	0.0	0.0	equal	NA	1	0
C00158	Citrate	490.0	6404.955	2716.56	below	**	4	7
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	196.0	1640.148	559.28	below	**	5	2
C02553	L-Seryl-tRNA(Ser)	0.0	0.0	0.0	equal	NA	1	0
C16348	cis-3-Chloroallyl_aldehyde	6856.0	2067.416	1659.04	above	**	5	4
C02946	4-Acetamidobutanoate	0.0	0.0	0.0	equal	NA	2	0
C16586	2-Phenyl-1,3-propanediol_monocarbamate	22.0	161.473	79.6	below	*	0	1
C05378	beta-D-Fructose_1,6-bisphosphate	62304.0	11751.887	8805.12	above	***	12	12
C00015	UDP	480.0	1601.57	1332.8	below	n.s.	3	4
C05100	3-Ureidoisobutyrate	0.0	0.0	0.0	equal	NA	2	0
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	172.0	638.508	349.04	below	*	2	2
C00151	L-Amino_acid	7.0	341.319	98.84	below	***	0	1
C05823	3-Mercaptolactate	0.0	0.0	0.0	equal	NA	1	0
C02988	L-Histidyl-tRNA(His)	0.0	0.0	0.0	equal	NA	1	0
C16551	Alcophosphamide	0.0	0.0	0.0	equal	NA	1	0
C06715	3-Oxopimeloyl-CoA	24.0	695.277	338.76	below	*	0	2
C06714	3-Hydroxypimeloyl-CoA	0.0	0.0	0.0	equal	NA	2	0
C16466	7-Methyl-3-oxo-6-octenoyl-CoA	0.0	0.0	0.0	equal	NA	2	0
C16219	3-Oxostearoyl-[acp]	1062.0	1094.163	608.85	below	n.s.	3	3
C09306	Sulfur_dioxide	0.0	0.0	0.0	equal	NA	1	0
C00254	Prephenate	765.0	10974.892	4738.59	below	**	5	9
C16237	Protein_N6-(lipoyl)lysine	0.0	0.0	0.0	equal	NA	2	0
C00931	Porphobilinogen	216.0	1741.664	765.99	below	*	0	3
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	4.0	991.295	436.36	below	**	3	2
C16238	Lipoyl-AMP	88.0	907.567	383.96	below	**	2	2
C18239	Precursor_Z	0.0	0.0	0.0	equal	NA	4	0
C00446	alpha-D-Galactose_1-phosphate	224.0	4679.557	1725.6	below	**	0	4
C00445	5,10-Methenyltetrahydrofolate	26.0	148.126	76.85	below	*	3	1
C01762	Xanthosine	1396.0	3079.322	1546.72	below	*	0	4
C00441	L-Aspartate_4-semialdehyde	11565.0	6727.504	5880.42	above	n.s.	18	9
C00440	5-Methyltetrahydrofolate	7271.0	10501.752	8910.22	below	n.s.	4	11
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	624.0	1041.175	371.28	below	*	2	2
C00526	Deoxyuridine	480.0	2117.807	1251.68	below	*	1	4
C00527	Glutaryl-CoA	0.0	0.0	0.0	equal	NA	2	0
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	120.0	3609.1	1448.2	below	**	2	4
C00522	(R)-Pantoate	225.0	2966.851	1894.0	below	*	1	5
C00448	trans,trans-Farnesyl_diphosphate	2240.0	7978.712	5668.32	below	*	2	8
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	34.0	142.764	86.4	below	*	2	1
C01024	Hydroxymethylbilane	0.0	0.0	0.0	equal	NA	3	0
C12739	5'-Deoxy-5-fluorouridine	0.0	0.0	0.0	equal	NA	1	0
C00009	Orthophosphate	0.0	0.0	0.0	equal	NA	1	0
C01909	Dethiobiotin	2.0	280.264	115.72	below	**	1	1
C00068	Thiamin_diphosphate	1875.0	22647.252	18318.75	below	*	8	15
C04133	N-Acetyl-L-glutamate_5-phosphate	0.0	2262.244	1093.12	below	**	6	4
C03838	5'-Phosphoribosylglycinamide	234.0	1333.136	691.65	below	*	3	3
C00288	HCO3-	3044.0	1630.565	1456.64	above	n.s.	0	4
C03722	Quinolinate	12.0	1151.626	380.92	below	**	2	2
C05402	Melibiose	0.0	0.0	0.0	equal	NA	1	0
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	988.0	3310.614	1650.72	below	*	2	4
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	0.0	0.0	0.0	equal	NA	1	0
C03939	Acetyl-[acyl-carrier_protein]	7798.0	5990.896	3748.01	above	n.s.	2	7
C00054	Adenosine_3',5'-bisphosphate	0.0	0.0	0.0	equal	NA	1	0
C04039	2,3-Dihydroxy-3-methylbutanoate	1.0	330.129	111.17	below	**	1	1
C00627	Pyridoxine_phosphate	0.0	0.0	0.0	equal	NA	2	0
C00459	dTTP	3472.0	16215.898	18759.44	below	n.s.	0	14
C01228	Guanosine_3',5'-bis(diphosphate)	0.0	0.0	0.0	equal	NA	1	0
C00239	dCMP	204.0	578.149	355.32	below	*	2	2
C00725	Lipoate	88.0	907.567	383.96	below	**	0	2
C00231	D-Xylulose_5-phosphate	1293.0	996.709	624.75	above	n.s.	26	3
C00232	Succinate_semialdehyde	9.0	111.866	61.27	below	*	3	1
C00233	4-Methyl-2-oxopentanoate	0.0	0.0	0.0	equal	NA	2	0
C00234	10-Formyltetrahydrofolate	1115.0	1528.768	1660.2	below	n.s.	7	5
C00235	Dimethylallyl_diphosphate	72.0	565.433	298.16	below	*	5	2
C01613	Stachyose	0.0	311.351	91.79	below	***	0	1
C00237	CO	11352.0	9255.656	8528.52	above	n.s.	13	11
C00010	CoA	15.0	234.483	106.54	below	**	3	1
C05984	2-Hydroxybutanoic_acid	13.0	172.707	76.14	below	**	0	1
C00012	Peptide	48.0	172.376	92.74	below	*	0	1
C00014	Ammonia	942.0	3707.087	2793.9	below	n.s.	17	6
C05980	Cardiolipin	0.0	0.0	0.0	equal	NA	4	0
C00016	FAD	48.0	142.76	71.25	below	*	1	1
C00018	Pyridoxal_phosphate	0.0	0.0	0.0	equal	NA	2	0
C00019	S-Adenosyl-L-methionine	455.0	2575.717	1758.35	below	*	4	5
C00153	Nicotinamide	0.0	0.0	0.0	equal	NA	2	0
C00152	L-Asparagine	2583.0	5652.259	4090.1	below	n.s.	1	7
C00155	L-Homocysteine	336.0	3156.741	1566.4	below	*	8	4
C02835	Imidazole-4-acetate	0.0	0.0	0.0	equal	NA	1	0
C05714	alpha-Aminopropiononitrile	28.0	194.662	112.96	below	*	0	1
C05715	gamma-Amino-gamma-cyanobutanoate	28.0	194.662	112.96	below	*	0	1
C05711	gamma-Glutamyl-beta-cyanoalanine	0.0	0.0	0.0	equal	NA	1	0
C02713	N-Acetylmuramate	3.0	335.181	118.07	below	**	0	1
C02336	beta-D-Fructose	16.0	682.221	392.36	below	*	3	2
C14108	4-Hydroxymethylsalicylaldehyde	0.0	0.0	0.0	equal	NA	2	0
C02331	Vinylacetyl-CoA	1080.0	1756.241	623.07	below	*	4	3
C00058	Formate	3028.0	1788.56	1296.12	above	n.s.	4	4
C06320	Precorrin_6X	13.0	131.872	73.54	below	*	1	1
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	988.0	3310.614	1650.72	below	*	2	4
C00655	Xanthosine_5'-phosphate	2550.0	6464.705	3417.9	below	*	7	6
C00301	ADP-ribose	55.0	229.62	77.81	below	**	0	1
C00302	DL-Glutamate	0.0	0.0	0.0	equal	NA	1	0
C00718	Amylose	267.0	1391.991	801.54	below	*	6	3
C02232	3-Oxoadipyl-CoA	0.0	0.0	0.0	equal	NA	4	0
C14089	1-Hydroxymethylnaphthalene	30708.0	4019.416	2826.0	above	***	0	6
C14107	2-Hydroxy-4-hydroxymethylbenzalpyruvate	260.0	584.86	268.08	below	*	0	2
C14086	2-Hydroxy-3-methylbenzalpyruvate	585.0	1315.935	603.18	below	*	0	3
C14087	3-Methylsalicylaldehyde	0.0	0.0	0.0	equal	NA	3	0
C17551	2-Polyprenyl-6-hydroxyphenol	0.0	0.0	0.0	equal	NA	3	0
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	136.0	571.054	345.6	below	*	1	2
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	92.0	3804.511	1930.2	below	*	4	4
C01127	4-Hydroxy-2-oxoglutarate	7.0	281.881	113.62	below	**	0	1
C06188	Salicin_6-phosphate	64.0	116.793	61.47	below	n.s.	1	1
C05665	3-Aminopropanal	4.0	242.61	128.88	below	*	0	1
C03058	2-Hydroxyglutaryl-CoA	65.0	146.215	67.02	below	*	0	1
C06186	Arbutin	6.0	777.456	405.02	below	*	0	2
C06187	Arbutin_6-phosphate	24.0	183.315	95.93	below	*	2	1
C18902	Methylselenic_acid	555.0	55.431	35.55	above	***	0	1
C03294	N-Formylmethionyl-tRNA	0.0	0.0	0.0	equal	NA	1	0
C02051	Lipoylprotein	48.0	628.162	372.3	below	*	1	2
C03114	Dimethylbenzimidazole	228.0	499.353	291.96	below	n.s.	0	2
C06611	trans-3-Chloro-2-propene-1-ol	13648.0	1786.407	1256.0	above	***	2	4
C06612	cis-3-Chloro-2-propene-1-ol	13648.0	1786.407	1256.0	above	***	2	4
C04088	Octadecanoyl-[acyl-carrier_protein]	0.0	0.0	0.0	equal	NA	3	0
C06614	trans-3-Chloroacrylic_acid	4.0	242.61	128.88	below	*	2	1
C06615	cis-3-Chloroacrylic_acid	4.0	242.61	128.88	below	*	2	1
C06755	Chloroacetic_acid	4.0	242.61	128.88	below	*	2	1
C06754	Chloroacetaldehyde	16.0	970.441	515.52	below	*	1	2
C00979	O-Acetyl-L-serine	232.0	14441.242	6058.8	below	**	0	8
C00877	Crotonoyl-CoA	63670.0	13297.886	8651.6	above	***	13	10
C16273	3-Hydroxy-5-oxohexanoyl-CoA	24.0	695.277	338.76	below	*	4	2
C16272	3-Hydroxy-5-oxohexanoate	0.0	2291.334	1417.12	below	*	0	4
C04246	But-2-enoyl-[acyl-carrier_protein]	1179.0	1765.345	750.78	below	n.s.	3	3
C00409	Methanethiol	0.0	0.0	0.0	equal	NA	1	0
C03373	Aminoimidazole_ribotide	8.0	1025.286	452.68	below	**	3	2
C16074	Phenylacetonitrile	112.0	778.648	451.84	below	*	0	2
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	46.0	260.937	104.47	below	**	3	1
C00407	L-Isoleucine	130.0	139.064	77.67	below	n.s.	0	1
C01401	Alanine	0.0	0.0	0.0	equal	NA	1	0
C01151	D-Ribose_1,5-bisphosphate	0.0	0.0	0.0	equal	NA	1	0
C06056	4-Hydroxy-L-threonine	0.0	0.0	0.0	equal	NA	1	0
C06506	Adenosyl_cobyrinate_a,c_diamide	12.0	242.477	90.22	below	**	1	1
C06055	O-Phospho-4-hydroxy-L-threonine	5.0	123.32	67.44	below	*	0	1
C03479	Folinic_acid	12.0	676.225	383.92	below	*	0	2
C01412	Butanal	1684.0	132.318	77.4	above	***	0	1
C06114	gamma-Glutamyl-beta-aminopropiononitrile	0.0	0.0	0.0	equal	NA	1	0
C06508	Adenosyl_cobinamide	640.0	7332.675	2560.16	below	**	2	4
C06509	Adenosyl_cobinamide_phosphate	160.0	1833.169	640.04	below	**	6	2
C09332	Tetrahydrofolyl-[Glu](2)	0.0	0.0	0.0	equal	NA	1	0
C06032	D-erythro-3-Methylmalate	0.0	5602.809	3061.32	below	*	9	6
C01157	Hydroxyproline	624.0	1041.175	371.28	below	*	2	2
C02576	Perillyl_aldehyde	16.0	970.441	515.52	below	*	0	2
C03972	2,3,4,5-Tetrahydrodipicolinate	2785.0	2895.379	1911.75	below	n.s.	9	5
C03974	2-Acyl-sn-glycerol_3-phosphate	0.0	0.0	0.0	equal	NA	1	0
C00577	D-Glyceraldehyde	4.0	242.61	128.88	below	*	1	1
C01300	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	680.0	1603.556	1246.56	below	n.s.	2	4
