Compound_code	Compound_name	Output_metabolite_score	Simulated_Mean	Simulated_Std_Dev	Relationship_to_Mean	Significance	Indegree	Outdegree
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	0.0	0.0	0.0	equal	NA	0	2
C00458	dCTP	460.0	609.738	320.24	below	n.s.	2	14
C04895	7,8-Dihydroneopterin_3'-triphosphate	172.0	638.508	349.04	below	*	2	0
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	144.0	1185.689	814.72	below	*	4	4
C00376	Retinal	88.0	645.892	318.4	below	*	2	0
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	2070.0	6337.932	2957.04	below	*	6	0
C00455	Nicotinamide_D-ribonucleotide	0.0	0.0	0.0	equal	NA	0	1
C01697	Galactitol	0.0	0.0	0.0	equal	NA	0	6
C15972	Enzyme_N6-(lipoyl)lysine	640.0	2520.768	1258.72	below	*	4	6
C16618	6-Thioxanthine_5'-monophosphate	139.0	101.303	48.6	above	n.s.	1	1
C00330	Deoxyguanosine	0.0	0.0	0.0	equal	NA	0	2
C00332	Acetoacetyl-CoA	109886.0	31442.44	16824.22	above	***	14	9
C00334	4-Aminobutanoate	84.0	3047.956	1791.64	below	*	4	2
C00337	(S)-Dihydroorotate	10.0	126.425	69.25	below	*	1	3
C05699	L-Selenocystathionine	0.0	0.0	0.0	equal	NA	0	1
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	1062.0	1094.163	608.85	below	n.s.	3	3
C04122	D-1-Aminopropan-2-ol_O-phosphate	22.0	163.878	82.01	below	*	1	1
C00636	D-Mannose_1-phosphate	30.0	228.293	84.67	below	**	1	3
C00637	Indole-3-acetaldehyde	0.0	0.0	0.0	equal	NA	0	2
C00630	2-Methylpropanoyl-CoA	0.0	0.0	0.0	equal	NA	0	3
C00631	2-Phospho-D-glycerate	4182.0	1209.664	814.56	above	***	3	20
C02527	Butanoylphosphate	406.0	493.988	320.16	below	n.s.	2	2
C16221	(2E)-Octadecenoyl-[acp]	387.0	2489.991	1035.09	below	**	3	3
C00208	Maltose	0.0	0.0	0.0	equal	NA	0	4
C01001	Formylmethanofuran	10.0	197.888	110.25	below	*	1	6
C05985	2-Propynal	0.0	0.0	0.0	equal	NA	0	1
C00204	2-Dehydro-3-deoxy-D-gluconate	552.0	1180.807	875.19	below	n.s.	3	5
C01212	UDP-N-acetylmuramoyl-L-alanine	356.0	518.038	329.64	below	n.s.	2	4
C07490	Trichloroethanol	22.0	161.473	79.6	below	*	1	0
C01217	5,6,7,8-Tetrahydromethanopterin	0.0	0.0	0.0	equal	NA	0	4
C00025	L-Glutamate	43002.0	35736.526	28630.08	above	n.s.	18	32
C00024	Acetyl-CoA	614394.0	54928.654	89612.49	above	***	33	89
C00148	L-Proline	6096.0	12339.544	6683.36	below	n.s.	8	7
C00026	2-Oxoglutarate	81811.0	40773.296	45647.18	above	n.s.	23	20
C00021	S-Adenosyl-L-homocysteine	17.0	130.851	56.11	below	**	1	4
C00020	AMP	3116.0	1858.239	1357.16	above	n.s.	4	5
C00022	Pyruvate	437353.0	144077.426	170810.19	above	*	43	49
C00143	5,10-Methylenetetrahydrofolate	426.0	1178.334	771.69	below	n.s.	3	5
C00140	N-Acetyl-D-glucosamine	0.0	0.0	0.0	equal	NA	0	1
C00141	3-Methyl-2-oxobutanoic_acid	48.0	16060.935	6694.4	below	**	8	6
C00029	UDP-glucose	1464.0	4706.076	3183.96	below	*	6	15
C00147	Adenine	4452.0	6656.834	4896.71	below	n.s.	7	3
C00144	GMP	6000.0	13451.249	9523.4	below	n.s.	10	2
C03740	(5-L-Glutamyl)-L-amino_acid	7.0	341.319	98.84	below	***	1	0
C01079	Protoporphyrinogen_IX	378.0	3588.917	1069.92	below	***	3	0
C05748	trans-Hex-2-enoyl-[acp]	387.0	2489.991	1035.09	below	**	3	3
C05807	2-Polyprenylphenol	0.0	0.0	0.0	equal	NA	0	3
C05729	R-S-Cysteinylglycine	7.0	341.319	98.84	below	***	1	2
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	104.0	1319.133	587.28	below	**	2	7
C11437	1-Deoxy-D-xylulose_5-phosphate	680.0	3367.877	2044.1	below	*	5	2
C00644	D-Mannitol_1-phosphate	918.0	874.886	378.82	above	n.s.	2	1
C06319	Precorrin_6Y	13.0	131.872	73.54	below	*	1	1
C02739	1-(5-Phospho-D-ribosyl)-ATP	48.0	2212.969	1384.8	below	*	4	8
C00647	Pyridoxamine_phosphate	19.0	405.693	128.36	below	***	1	1
C05726	S-Substituted_L-cysteine	570.0	346.118	272.64	above	n.s.	2	0
C00705	dCDP	355.0	2565.721	1967.45	below	*	5	1
C06250	Holo-[carboxylase]	4590.0	3082.444	3149.64	above	n.s.	6	1
C01242	S-Aminomethyldihydrolipoylprotein	48.0	628.162	372.3	below	*	2	2
C02631	2-Isopropylmaleate	0.0	16149.68	9155.0	below	*	10	2
C02637	3-Dehydroshikimate	40.0	603.882	279.0	below	**	2	2
C03194	(R)-1-Aminopropan-2-ol	0.0	0.0	0.0	equal	NA	0	1
C04419	Carboxybiotin-carboxyl-carrier_protein	223.0	237.064	99.02	below	n.s.	1	4
C01528	Hydrogen_selenide	555.0	55.431	35.55	above	***	1	0
C02938	3-Indoleacetonitrile	0.0	0.0	0.0	equal	NA	0	1
C00750	Spermine	27.0	2660.207	1167.48	below	**	3	1
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	4.0	1275.631	509.0	below	**	2	2
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	180.0	1486.976	694.98	below	*	3	3
C00763	D-Proline	7884.0	529.392	284.92	above	***	2	2
C01134	Pantetheine_4'-phosphate	459.0	2801.416	1106.76	below	**	3	2
C01137	S-Adenosylmethioninamine	24.0	2380.394	1441.32	below	*	4	4
C00092	D-Glucose_6-phosphate	16890.0	10614.501	6960.3	above	n.s.	10	0
C06035	4-Methylene-2-oxoglutarate	260.0	584.86	268.08	below	*	2	1
C02226	2-Methylmaleate	0.0	23255.54	13183.2	below	*	12	8
C03511	L-Phenylalanyl-tRNA(Phe)	77.0	194.373	82.24	below	*	1	0
C03512	L-Tryptophanyl-tRNA(Trp)	62.0	308.144	119.05	below	**	1	0
C06033	Parapyruvate	65.0	146.215	67.02	below	*	1	2
C12147	L-Threonine_O-3-phosphate	14.0	322.439	121.96	below	**	1	1
C00329	D-Glucosamine	0.0	0.0	0.0	equal	NA	0	2
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	1935.0	2778.423	2105.75	below	n.s.	5	3
C06408	Precorrin_8X	0.0	0.0	0.0	equal	NA	0	2
C02741	Phosphoribosyl-AMP	144.0	1185.689	814.72	below	*	4	4
C06407	Precorrin_4	68.0	625.062	263.12	below	**	2	2
C06406	Precorrin_3B	0.0	0.0	0.0	equal	NA	0	2
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	472.0	486.295	270.6	below	n.s.	2	2
C20372	3-Ketoglutaryl-[acp]_methyl_ester	920.0	1015.156	392.68	below	n.s.	2	2
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	472.0	486.295	270.6	below	n.s.	2	1
C20376	3-Ketopimeloyl-[acp]_methyl_ester	920.0	1015.156	392.68	below	n.s.	2	2
C20375	Glutaryl-[acp]_methyl_ester	0.0	0.0	0.0	equal	NA	0	2
C20374	Enoylglutaryl-[acp]_methyl_ester	172.0	1106.663	460.04	below	**	2	0
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	34.0	142.764	86.4	below	*	1	1
C20378	Enoylpimeloyl-[acp]_methyl_ester	43.0	276.666	115.01	below	**	1	0
C00804	Propynoate	4.0	242.61	128.88	below	*	1	0
C00969	3-Hydroxypropanal	0.0	0.0	0.0	equal	NA	0	1
C11545	Cobalt-precorrin_8	48.0	581.354	320.32	below	*	2	2
C00966	2-Dehydropantoate	195.0	3064.67	2090.2	below	*	5	1
C11540	Cobalt-precorrin_4	68.0	625.062	263.12	below	**	2	2
C11542	Cobalt-precorrin_6	80.0	779.395	332.12	below	**	2	2
C11543	Cobalt-dihydro-precorrin_6	52.0	527.487	294.16	below	*	2	2
C02282	Glutaminyl-tRNA	60.0	321.378	87.45	below	**	1	1
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	64.0	5463.098	1722.56	below	***	4	8
C00415	Dihydrofolate	120.0	1459.096	489.6	below	**	2	0
C00416	Phosphatidate	708.0	3880.986	2864.88	below	*	6	4
C00417	cis-Aconitate	640.0	8365.656	3548.16	below	**	8	6
C03460	2-Methylprop-2-enoyl-CoA	10503.0	2321.369	787.95	above	***	3	0
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	136.0	571.054	345.6	below	*	2	2
C03345	2-Methylbut-2-enoyl-CoA	10503.0	2321.369	787.95	above	***	3	1
C00993	D-Alanyl-D-alanine	99.0	1230.756	710.91	below	*	3	2
C00620	alpha-D-Ribose_1-phosphate	0.0	0.0	0.0	equal	NA	0	4
C11355	4-Amino-4-deoxychorismate	62.0	623.58	362.2	below	*	2	1
C05951	Leukotriene_D4	28.0	1365.277	395.36	below	***	2	0
C05576	3,4-Dihydroxyphenylethyleneglycol	3412.0	446.602	314.0	above	***	2	2
C05577	3,4-Dihydroxymandelaldehyde	3412.0	446.602	314.0	above	***	2	2
C03263	Coproporphyrinogen_III	0.0	0.0	0.0	equal	NA	0	3
C00378	Thiamine	35.0	190.89	78.75	below	*	1	1
C00242	Guanine	2490.0	6101.426	3327.42	below	*	6	7
C00245	Taurine	0.0	0.0	0.0	equal	NA	0	1
C00246	Butanoic_acid	465.0	967.984	757.8	below	n.s.	3	3
C00624	N-Acetyl-L-glutamate	0.0	4018.551	2320.75	below	*	5	5
C16587	3-Carbamoyl-2-phenylpropionaldehyde	22.0	161.473	79.6	below	*	1	0
C02170	Methylmalonate	4.0	242.61	128.88	below	*	1	0
C00568	4-Aminobenzoate	12.0	143.855	64.83	below	**	1	4
C01099	L-Fuculose_1-phosphate	0.0	0.0	0.0	equal	NA	0	1
C01097	D-Tagatose_6-phosphate	0.0	0.0	0.0	equal	NA	0	10
C01096	Sorbitol_6-phosphate	45.0	1878.485	1073.61	below	*	3	1
C01094	D-Fructose_1-phosphate	1044.0	3941.684	3163.2	below	n.s.	6	3
C05682	Phosphonoacetate	0.0	0.0	0.0	equal	NA	0	2
C00341	Geranyl_diphosphate	162.0	1272.224	670.86	below	*	3	3
C00342	Thioredoxin	4995.0	498.875	319.95	above	***	3	7
C00343	Thioredoxin_disulfide	1692.0	3589.824	2820.48	below	n.s.	6	2
C00344	Phosphatidylglycerol	0.0	0.0	0.0	equal	NA	0	4
C05684	Selenite	0.0	0.0	0.0	equal	NA	0	1
C00061	FMN	432.0	1284.837	641.25	below	*	3	1
C00060	Carboxylate	28.0	194.662	112.96	below	*	1	0
C00063	CTP	0.0	0.0	0.0	equal	NA	0	10
C00062	L-Arginine	0.0	0.0	0.0	equal	NA	0	3
C00065	L-Serine	3204.0	9489.866	5788.08	below	*	9	14
C00064	L-Glutamine	9178.0	15382.24	13090.35	below	n.s.	13	18
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	63.0	2545.467	868.32	below	**	3	10
C16633	5-Fluorouridine	0.0	0.0	0.0	equal	NA	0	1
C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	0.0	0.0	0.0	equal	NA	0	2
C16631	alpha-Fluoro-beta-ureidopropionic_acid	4.0	213.225	80.16	below	**	1	0
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	605.0	2684.264	1926.85	below	*	5	4
C16635	5'-Deoxy-5-fluorocytidine	0.0	0.0	0.0	equal	NA	0	1
C16634	5-Fluorouridine_monophosphate	11.0	124.058	64.93	below	*	1	0
C19673	Malonyl-[acp]_methyl_ester	0.0	0.0	0.0	equal	NA	0	2
C03752	2-Amino-2-deoxy-D-gluconate	0.0	0.0	0.0	equal	NA	0	8
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	172.0	638.508	349.04	below	*	2	2
C05922	Formamidopyrimidine_nucleoside_triphosphate	172.0	638.508	349.04	below	*	2	2
C05921	Biotinyl-5'-AMP	8.0	664.27	321.56	below	**	2	2
C00748	Siroheme	4.0	1396.892	564.28	below	**	2	1
C04079	N-((R)-Pantothenoyl)-L-cysteine	0.0	0.0	0.0	equal	NA	0	1
C00668	alpha-D-Glucose_6-phosphate	13414.0	29150.048	27066.83	below	n.s.	19	13
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	324.0	865.248	363.68	below	*	2	2
C00666	LL-2,6-Diaminoheptanedioate	700.0	5768.765	2287.35	below	**	5	4
C00663	beta-D-Glucose_1-phosphate	10.0	313.791	137.41	below	**	1	1
C02163	L-Arginyl-tRNA(Arg)	54.0	452.506	155.97	below	**	1	0
C00988	2-Phosphoglycolate	0.0	0.0	0.0	equal	NA	0	3
C00989	4-Hydroxybutanoic_acid	0.0	0.0	0.0	equal	NA	0	1
C00114	Choline	2.0	288.344	120.5	below	**	1	0
C00117	D-Ribose_5-phosphate	37450.0	13349.397	12579.42	above	*	14	14
C00116	Glycerol	6.0	171.276	71.66	below	**	1	1
C00111	Glycerone_phosphate	204036.0	42662.398	35055.51	above	***	21	6
C02380	6-Mercaptopurine	0.0	0.0	0.0	equal	NA	0	1
C00112	CDP	284.0	470.662	323.08	below	n.s.	2	5
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	15054.0	16333.188	14010.62	below	n.s.	13	7
C00118	D-Glyceraldehyde_3-phosphate	199144.0	37895.77	38719.34	above	***	22	39
C06416	Precorrin_5	104.0	906.38	325.44	below	**	2	0
C11929	Perillyl-CoA	0.0	0.0	0.0	equal	NA	0	3
C01346	dUDP	105.0	1358.356	814.8	below	*	3	1
C11924	Perillic_acid	16.0	970.441	515.52	below	*	2	0
C05750	3-Oxooctanoyl-[acp]	3232.0	3055.26	1448.64	above	n.s.	4	2
C05751	trans-Oct-2-enoyl-[acp]	387.0	2489.991	1035.09	below	**	3	3
C14145	(3S)-3-Hydroxyadipyl-CoA	0.0	0.0	0.0	equal	NA	0	4
C05753	3-Oxodecanoyl-[acp]	3232.0	3055.26	1448.64	above	n.s.	4	2
C05754	trans-Dec-2-enoyl-[acp]	387.0	2489.991	1035.09	below	**	3	3
C05755	Decanoyl-[acp]	1179.0	1765.345	750.78	below	n.s.	3	3
C05756	3-Oxododecanoyl-[acp]	2070.0	2284.102	883.53	below	n.s.	3	3
C05757	(R)-3-Hydroxydodecanoyl-[acp]	1062.0	1094.163	608.85	below	n.s.	3	3
C05758	trans-Dodec-2-enoyl-[acp]	387.0	2489.991	1035.09	below	**	3	3
C05759	3-Oxotetradecanoyl-[acp]	2070.0	2284.102	883.53	below	n.s.	3	3
C05811	2-Octaprenyl-6-hydroxyphenol	32.0	626.848	322.6	below	*	2	0
C05810	2-Octaprenylphenol	0.0	0.0	0.0	equal	NA	0	2
C00236	3-Phospho-D-glyceroyl_phosphate	83808.0	17016.887	11113.2	above	***	12	2
C00188	L-Threonine	156.0	1977.565	1290.92	below	*	4	12
C00189	Ethanolamine	2.0	288.344	120.5	below	**	1	3
C00186	(S)-Lactate	13.0	172.707	76.14	below	**	1	4
C00185	Cellobiose	24.0	736.146	413.64	below	*	2	0
C00183	L-Valine	0.0	0.0	0.0	equal	NA	0	1
C00180	Benzoate	112.0	778.648	451.84	below	*	2	0
C00181	D-Xylose	0.0	1423.031	811.08	below	*	3	2
C02909	(2-Naphthyl)methanol	0.0	0.0	0.0	equal	NA	0	6
C00159	D-Mannose	0.0	0.0	0.0	equal	NA	0	12
C04216	all-trans-Heptaprenyl_diphosphate	44.0	1378.288	399.32	below	***	2	0
C04051	5-Amino-4-imidazolecarboxyamide	43.0	159.088	82.14	below	*	1	0
C00158	Citrate	160.0	2091.414	887.04	below	**	4	7
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	1255.0	8647.033	3242.8	below	**	5	2
C02553	L-Seryl-tRNA(Ser)	108.0	239.891	98.84	below	*	1	0
C16348	cis-3-Chloroallyl_aldehyde	17080.0	2450.249	2214.4	above	***	5	4
C02946	4-Acetamidobutanoate	16.0	970.441	515.52	below	*	2	0
C16586	2-Phenyl-1,3-propanediol_monocarbamate	0.0	0.0	0.0	equal	NA	0	1
C05378	beta-D-Fructose_1,6-bisphosphate	12336.0	30710.272	11926.2	below	*	12	12
C00015	UDP	651.0	1049.209	768.69	below	n.s.	3	4
C05100	3-Ureidoisobutyrate	16.0	852.9	320.64	below	**	2	0
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	172.0	638.508	349.04	below	*	2	2
C00151	L-Amino_acid	0.0	0.0	0.0	equal	NA	0	1
C05823	3-Mercaptolactate	13.0	172.707	76.14	below	**	1	0
C02988	L-Histidyl-tRNA(His)	49.0	104.815	55.15	below	*	1	0
C16551	Alcophosphamide	22.0	161.473	79.6	below	*	1	0
C06715	3-Oxopimeloyl-CoA	0.0	0.0	0.0	equal	NA	0	2
C06714	3-Hydroxypimeloyl-CoA	260.0	584.86	268.08	below	*	2	0
C16466	7-Methyl-3-oxo-6-octenoyl-CoA	0.0	662.242	321.0	below	**	2	0
C16219	3-Oxostearoyl-[acp]	2070.0	2284.102	883.53	below	n.s.	3	3
C09306	Sulfur_dioxide	28.0	160.219	70.93	below	*	1	0
C00254	Prephenate	230.0	4501.956	1583.1	below	**	5	9
C16237	Protein_N6-(lipoyl)lysine	88.0	907.567	383.96	below	**	2	0
C00931	Porphobilinogen	0.0	0.0	0.0	equal	NA	0	3
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	6.0	2437.083	1151.82	below	**	3	2
C16238	Lipoyl-AMP	88.0	907.567	383.96	below	**	2	2
C18239	Precursor_Z	224.0	2871.856	1643.92	below	*	4	0
C00446	alpha-D-Galactose_1-phosphate	0.0	0.0	0.0	equal	NA	0	4
C00445	5,10-Methenyltetrahydrofolate	96.0	1102.594	806.43	below	*	3	1
C01762	Xanthosine	0.0	0.0	0.0	equal	NA	0	4
C00441	L-Aspartate_4-semialdehyde	8208.0	32871.596	25667.28	below	n.s.	18	9
C00440	5-Methyltetrahydrofolate	1020.0	1638.429	1204.64	below	n.s.	4	11
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	624.0	1041.175	371.28	below	*	2	2
C00526	Deoxyuridine	34.0	121.096	70.25	below	*	1	4
C00527	Glutaryl-CoA	24.0	695.277	338.76	below	*	2	0
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	36.0	548.404	290.44	below	*	2	4
C00522	(R)-Pantoate	6.0	255.552	86.59	below	**	1	5
C00448	trans,trans-Farnesyl_diphosphate	72.0	565.433	298.16	below	*	2	8
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	80.0	712.114	358.72	below	*	2	1
C01024	Hydroxymethylbilane	216.0	1741.664	765.99	below	*	3	0
C12739	5'-Deoxy-5-fluorouridine	34.0	121.096	70.25	below	*	1	0
C00009	Orthophosphate	49.0	190.515	79.23	below	*	1	0
C01909	Dethiobiotin	2.0	280.264	115.72	below	**	1	1
C00068	Thiamin_diphosphate	384.0	8000.787	5064.64	below	*	8	15
C04133	N-Acetyl-L-glutamate_5-phosphate	0.0	10955.495	3635.22	below	***	6	4
C03838	5'-Phosphoribosylglycinamide	378.0	1504.534	727.38	below	*	3	3
C00288	HCO3-	0.0	0.0	0.0	equal	NA	0	4
C03722	Quinolinate	16.0	1085.289	362.4	below	**	2	2
C05402	Melibiose	0.0	311.351	91.79	below	***	1	0
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	472.0	486.295	270.6	below	n.s.	2	4
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	0.0	311.351	91.79	below	***	1	0
C03939	Acetyl-[acyl-carrier_protein]	424.0	428.436	240.92	below	n.s.	2	7
C00054	Adenosine_3',5'-bisphosphate	15.0	234.483	106.54	below	**	1	0
C04039	2,3-Dihydroxy-3-methylbutanoate	1.0	281.846	84.74	below	***	1	1
C00627	Pyridoxine_phosphate	76.0	1622.772	513.44	below	***	2	0
C00459	dTTP	0.0	0.0	0.0	equal	NA	0	14
C01228	Guanosine_3',5'-bis(diphosphate)	6.0	153.145	66.12	below	**	1	0
C00239	dCMP	204.0	578.149	355.32	below	*	2	2
C00725	Lipoate	0.0	0.0	0.0	equal	NA	0	2
C00231	D-Xylulose_5-phosphate	124956.0	45561.411	43954.56	above	*	26	3
C00232	Succinate_semialdehyde	381.0	1141.418	672.15	below	*	3	1
C00233	4-Methyl-2-oxopentanoate	0.0	900.153	327.12	below	**	2	0
C00234	10-Formyltetrahydrofolate	3241.0	5137.293	3854.48	below	n.s.	7	5
C00235	Dimethylallyl_diphosphate	730.0	2422.139	1451.9	below	*	5	2
C01613	Stachyose	0.0	0.0	0.0	equal	NA	0	1
C00237	CO	19357.0	11313.989	11614.46	above	n.s.	13	11
C00010	CoA	1767.0	778.269	574.47	above	*	3	1
C05984	2-Hydroxybutanoic_acid	0.0	0.0	0.0	equal	NA	0	1
C00012	Peptide	0.0	0.0	0.0	equal	NA	0	1
C00014	Ammonia	36771.0	29217.888	29952.64	above	n.s.	17	6
C05980	Cardiolipin	576.0	2009.969	1171.68	below	*	4	0
C00016	FAD	48.0	142.76	71.25	below	*	1	1
C00018	Pyridoxal_phosphate	76.0	1622.772	513.44	below	***	2	0
C00019	S-Adenosyl-L-methionine	920.0	1506.882	1003.84	below	n.s.	4	5
C00153	Nicotinamide	490.0	652.551	384.32	below	n.s.	2	0
C00152	L-Asparagine	3.0	124.46	60.67	below	**	1	7
C00155	L-Homocysteine	960.0	8540.873	6683.2	below	*	8	4
C02835	Imidazole-4-acetate	4.0	242.61	128.88	below	*	1	0
C05714	alpha-Aminopropiononitrile	0.0	0.0	0.0	equal	NA	0	1
C05715	gamma-Amino-gamma-cyanobutanoate	0.0	0.0	0.0	equal	NA	0	1
C05711	gamma-Glutamyl-beta-cyanoalanine	7.0	341.319	98.84	below	***	1	0
C02713	N-Acetylmuramate	0.0	0.0	0.0	equal	NA	0	1
C02336	beta-D-Fructose	0.0	2802.157	826.11	below	***	3	2
C14108	4-Hydroxymethylsalicylaldehyde	260.0	584.86	268.08	below	*	2	0
C02331	Vinylacetyl-CoA	1920.0	3122.207	1107.68	below	*	4	3
C00058	Formate	416.0	2441.443	1658.0	below	*	4	4
C06320	Precorrin_6X	13.0	131.872	73.54	below	*	1	1
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	472.0	486.295	270.6	below	n.s.	2	4
C00655	Xanthosine_5'-phosphate	4165.0	5484.889	4078.34	below	n.s.	7	6
C00301	ADP-ribose	0.0	0.0	0.0	equal	NA	0	1
C00302	DL-Glutamate	28.0	194.662	112.96	below	*	1	0
C00718	Amylose	1446.0	4734.792	3281.4	below	*	6	3
C02232	3-Oxoadipyl-CoA	8480.0	2167.098	1160.32	above	***	4	0
C14089	1-Hydroxymethylnaphthalene	0.0	0.0	0.0	equal	NA	0	6
C14107	2-Hydroxy-4-hydroxymethylbenzalpyruvate	0.0	0.0	0.0	equal	NA	0	2
C14086	2-Hydroxy-3-methylbenzalpyruvate	0.0	0.0	0.0	equal	NA	0	3
C14087	3-Methylsalicylaldehyde	585.0	1315.935	603.18	below	*	3	0
C17551	2-Polyprenyl-6-hydroxyphenol	72.0	1410.408	725.85	below	*	3	0
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	49.0	190.515	79.23	below	*	1	2
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	52.0	4440.472	2154.76	below	**	4	4
C01127	4-Hydroxy-2-oxoglutarate	0.0	0.0	0.0	equal	NA	0	1
C06188	Salicin_6-phosphate	3.0	335.181	118.07	below	**	1	1
C05665	3-Aminopropanal	0.0	0.0	0.0	equal	NA	0	1
C03058	2-Hydroxyglutaryl-CoA	0.0	0.0	0.0	equal	NA	0	1
C06186	Arbutin	0.0	0.0	0.0	equal	NA	0	2
C06187	Arbutin_6-phosphate	6.0	777.456	405.02	below	*	2	1
C18902	Methylselenic_acid	0.0	0.0	0.0	equal	NA	0	1
C03294	N-Formylmethionyl-tRNA	28.0	111.425	58.2	below	*	1	0
C02051	Lipoylprotein	40.0	157.548	78.67	below	*	1	2
C03114	Dimethylbenzimidazole	0.0	0.0	0.0	equal	NA	0	2
C06611	trans-3-Chloro-2-propene-1-ol	3412.0	446.602	314.0	above	***	2	4
C06612	cis-3-Chloro-2-propene-1-ol	3412.0	446.602	314.0	above	***	2	4
C04088	Octadecanoyl-[acyl-carrier_protein]	1179.0	1765.345	750.78	below	n.s.	3	0
C06614	trans-3-Chloroacrylic_acid	16.0	970.441	515.52	below	*	2	1
C06615	cis-3-Chloroacrylic_acid	16.0	970.441	515.52	below	*	2	1
C06755	Chloroacetic_acid	16.0	970.441	515.52	below	*	2	1
C06754	Chloroacetaldehyde	4.0	242.61	128.88	below	*	1	2
C00979	O-Acetyl-L-serine	0.0	0.0	0.0	equal	NA	0	8
C00877	Crotonoyl-CoA	101062.0	19784.93	14185.21	above	***	13	10
C16273	3-Hydroxy-5-oxohexanoyl-CoA	0.0	2291.334	1417.12	below	*	4	2
C16272	3-Hydroxy-5-oxohexanoate	0.0	0.0	0.0	equal	NA	0	4
C04246	But-2-enoyl-[acyl-carrier_protein]	387.0	2489.991	1035.09	below	**	3	3
C00409	Methanethiol	0.0	129.019	60.47	below	**	1	0
C03373	Aminoimidazole_ribotide	333.0	891.187	495.81	below	*	3	2
C16074	Phenylacetonitrile	0.0	0.0	0.0	equal	NA	0	2
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	480.0	1030.364	751.35	below	n.s.	3	1
C00407	L-Isoleucine	0.0	0.0	0.0	equal	NA	0	1
C01401	Alanine	28.0	194.662	112.96	below	*	1	0
C01151	D-Ribose_1,5-bisphosphate	11.0	138.808	72.86	below	*	1	0
C06056	4-Hydroxy-L-threonine	5.0	123.32	67.44	below	*	1	0
C06506	Adenosyl_cobyrinate_a,c_diamide	12.0	242.477	90.22	below	**	1	1
C06055	O-Phospho-4-hydroxy-L-threonine	0.0	0.0	0.0	equal	NA	0	1
C03479	Folinic_acid	0.0	0.0	0.0	equal	NA	0	2
C01412	Butanal	0.0	0.0	0.0	equal	NA	0	1
C06114	gamma-Glutamyl-beta-aminopropiononitrile	7.0	341.319	98.84	below	***	1	0
C06508	Adenosyl_cobinamide	48.0	463.366	299.76	below	*	2	4
C06509	Adenosyl_cobinamide_phosphate	1104.0	11227.528	4739.52	below	**	6	2
C09332	Tetrahydrofolyl-[Glu](2)	30.0	364.774	122.4	below	**	1	0
C06032	D-erythro-3-Methylmalate	0.0	11655.696	7327.62	below	*	9	6
C01157	Hydroxyproline	624.0	1041.175	371.28	below	*	2	2
C02576	Perillyl_aldehyde	0.0	0.0	0.0	equal	NA	0	2
C03972	2,3,4,5-Tetrahydrodipicolinate	7281.0	11583.936	5419.89	below	n.s.	9	5
C03974	2-Acyl-sn-glycerol_3-phosphate	6.0	173.819	84.69	below	*	1	0
C00577	D-Glyceraldehyde	624.0	112.942	65.66	above	***	1	1
C01300	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	116.0	562.909	286.0	below	*	2	4
